no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,2,Not Selected,0,Room_Type 1,166,2018,9,30,Online,0,0,0,102.6,2,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,75,2018,11,17,Online,0,0,0,79.2,3,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,4,15,Online,0,0,0,101,1,Not_Canceled
1,0,0,3,Not Selected,0,Room_Type 1,56,2019,3,30,Online,0,0,0,85.8,0,Canceled
1,2,2,6,Meal Plan 1,0,Room_Type 6,39,2019,3,31,Online,0,0,0,204.53,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 2,0,2018,9,1,Complementary,0,0,0,0,0,Not_Canceled
2,0,0,5,Meal Plan 2,0,Room_Type 1,230,2018,9,6,Online,0,0,0,137,0,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,230,2019,8,21,Online,0,0,0,117,2,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,35,2017,9,14,Online,0,0,0,86.4,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,106,2019,3,28,Online,0,0,0,97.2,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,166,2018,6,26,Online,0,0,0,96.3,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,153,2019,4,21,Online,0,0,0,130.5,0,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,105,2018,8,6,Online,0,0,0,107.1,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,19,2017,10,12,Online,0,0,0,126,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,33,2018,3,15,Online,0,0,0,71.1,1,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,170,2019,3,17,Online,0,0,0,86.4,1,Not_Canceled
2,1,2,4,Meal Plan 1,0,Room_Type 1,76,2018,10,12,Online,0,0,0,135,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,121,2018,9,24,Online,0,0,0,129.6,1,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,40,2018,7,26,Offline,0,0,0,125,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 1,145,2018,7,23,Online,0,0,0,142.2,1,Not_Canceled
2,0,1,1,Meal Plan 1,1,Room_Type 1,17,2018,10,29,Online,0,0,0,149,3,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,74,2019,3,11,Online,0,0,0,74.8,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,133,2018,5,29,Online,0,0,0,99.66,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,49,2019,3,9,Online,0,0,0,91.8,0,Not_Canceled
2,2,1,2,Meal Plan 1,0,Room_Type 2,18,2018,9,9,Online,0,0,0,145,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2018,3,22,Online,0,0,0,135,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,64,2019,1,6,Online,0,0,0,112.33,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,32,2018,5,8,Online,0,0,0,92.83,1,Not_Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,295,2019,5,25,Online,0,0,0,144,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Online,0,0,0,100,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,34,2018,10,7,Online,0,0,0,153,2,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,168,2018,8,1,Online,0,0,0,99.45,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,40,2018,6,29,Online,0,0,0,87.32,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,15,2018,3,5,Online,0,0,0,84.33,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,145,2019,6,27,Online,0,0,0,126,0,Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,49,2018,8,15,Online,0,0,0,152.1,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2019,6,12,Aviation,1,0,1,95,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,65,2018,4,27,Offline,0,0,0,80.75,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,96,2019,7,7,Online,0,0,0,120,1,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,196,2019,6,13,Online,0,0,0,130.05,0,Canceled
1,0,0,2,Not Selected,0,Room_Type 1,5,2018,11,4,Online,0,0,0,140,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,11,9,Corporate,0,0,0,179.38,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,126,2018,5,7,Online,0,0,0,114.3,0,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,208,2019,6,1,Online,0,0,0,127.72,1,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,315,2019,4,29,Online,0,0,0,99,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,12,2019,1,10,Online,0,0,0,79.5,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 4,29,2018,3,6,Online,0,0,0,100.7,0,Canceled
2,0,2,3,Not Selected,0,Room_Type 1,19,2019,6,4,Online,0,0,0,128,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,9,2018,2,12,Online,0,0,0,81,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,313,2019,4,29,Online,0,0,0,90,0,Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 6,10,2019,2,21,Online,0,0,0,198,0,Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,178,2019,8,22,Online,0,0,0,162,2,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,219,2019,8,25,Online,0,0,0,117,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,156,2019,7,28,Online,0,0,0,90,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,15,2017,10,31,Online,0,0,0,117,1,Not_Canceled
1,0,0,2,Meal Plan 1,1,Room_Type 1,1,2019,5,16,Corporate,1,0,2,67,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,8,20,Online,0,0,0,140,3,Not_Canceled
1,0,4,8,Meal Plan 1,0,Room_Type 1,10,2018,11,20,Online,0,0,0,96.92,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,158,2018,9,16,Online,0,0,0,126.9,1,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,4,2018,12,2,Online,0,0,0,97.75,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2019,4,21,Online,0,0,0,126,0,Canceled
2,0,2,1,Not Selected,0,Room_Type 1,62,2018,12,24,Online,0,0,0,79.2,1,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,250,2019,1,4,Online,0,0,0,67.15,0,Canceled
3,0,2,8,Meal Plan 1,0,Room_Type 4,147,2019,7,18,Online,0,0,0,116.1,0,Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 4,0,2017,10,7,Online,0,0,0,159.75,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,11,10,Offline,0,0,0,99,0,Not_Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,134,2019,4,22,Online,0,0,0,134.5,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2017,10,16,Online,0,0,0,98.4,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 5,150,2019,7,5,Online,0,0,0,143.1,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,71,2018,6,9,Online,0,0,0,126.9,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,2,14,Offline,0,0,0,87,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,296,2018,7,24,Online,0,0,0,104.4,1,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82,0,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,3,2019,4,3,Aviation,0,0,0,103.5,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,40,2018,1,22,Online,0,0,0,73.9,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,1,2018,1,29,Online,0,0,0,79,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Online,0,0,0,120,0,Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115,1,Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 2,352,2019,7,27,Online,0,0,0,90.05,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,465,2019,7,26,Online,0,0,0,112.67,1,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Online,0,0,0,70,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,14,2019,5,16,Online,0,0,0,125.4,2,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,152,2019,7,31,Online,0,0,0,125,0,Canceled
1,0,1,1,Meal Plan 2,0,Room_Type 1,423,2019,7,22,Online,0,0,0,95.5,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,115,1,Canceled
2,0,2,7,Not Selected,0,Room_Type 1,120,2018,5,31,Online,0,0,0,109.65,1,Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,147,2019,7,25,Online,0,0,0,184.5,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,27,2018,9,19,Online,0,0,0,118.15,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,31,2019,3,2,Offline,0,0,0,76.5,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,40,2018,10,24,Offline,0,0,0,85,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,21,2019,7,21,Online,0,0,0,128,1,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 4,57,2018,10,31,Online,0,0,0,131.58,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2017,11,27,Offline,0,0,0,80,0,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,1,2018,5,28,Online,0,0,0,130,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,168,2019,5,14,Online,0,0,0,108,0,Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 7,9,2019,4,28,Online,0,0,0,290,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,1,8,Online,0,0,0,78.3,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,64,2018,6,20,Online,0,0,0,68.61,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,75,2018,7,30,Online,0,0,0,127.8,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,127,2018,4,18,Online,0,0,0,53.25,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,82,2017,9,19,Online,0,0,0,89.25,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,115,1,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,0,2019,4,8,Online,0,0,0,150,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,146,2019,7,2,Offline,0,0,0,99,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,166,2018,6,26,Online,0,0,0,96.3,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,55,2019,1,16,Offline,0,0,0,72,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2019,1,8,Online,0,0,0,97.5,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,76,2019,6,12,Online,0,0,0,146,0,Not_Canceled
1,0,5,10,Meal Plan 1,0,Room_Type 1,11,2018,5,9,Aviation,0,0,0,95,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,55,2018,6,26,Online,0,0,0,95.1,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2,2018,2,6,Online,0,0,0,81,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,129,2019,8,3,Online,0,0,0,90,1,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,9,2018,2,12,Online,0,0,0,127,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,69,2017,10,4,Online,0,0,0,68.72,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2,2018,4,25,Online,0,0,0,119,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65,0,Canceled
1,1,1,2,Meal Plan 1,0,Room_Type 4,12,2019,5,1,Online,0,0,0,117.88,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 5,28,2019,3,19,Online,0,0,0,125.8,2,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110,0,Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 5,151,2018,6,27,Online,0,0,0,200,0,Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,128,2018,10,11,Online,0,0,0,132.3,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 1,56,2018,4,23,Online,0,0,0,130.05,0,Canceled
2,0,2,3,Not Selected,0,Room_Type 1,294,2018,11,12,Online,0,0,0,70.55,2,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2019,3,14,Online,0,0,0,108,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,104,2019,5,5,Online,0,0,0,126,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,157,2018,8,28,Offline,0,0,0,80.75,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,123,2019,4,24,Online,0,0,0,105.75,2,Canceled
2,2,2,3,Meal Plan 1,0,Room_Type 6,296,2019,7,28,Online,0,0,0,183.08,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,281,2018,10,3,Online,0,0,0,108.8,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,14,2018,4,7,Online,0,0,0,126,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,168,2019,6,26,Online,0,0,0,135,1,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,2,25,Offline,0,0,0,118,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,0,2017,9,30,Online,0,0,0,114,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,54,2018,11,11,Online,0,0,0,79.2,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,29,2018,1,4,Online,0,0,0,75.95,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,99,2019,3,11,Online,0,0,0,142.2,2,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,14,2019,5,18,Online,0,0,0,210,2,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 1,51,2019,3,18,Offline,0,0,0,99,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,100,2019,3,23,Online,0,0,0,100.3,0,Canceled
1,0,6,14,Meal Plan 1,0,Room_Type 1,17,2018,11,20,Online,0,0,0,97.2,0,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,92,2019,3,13,Online,0,0,0,79.2,1,Canceled
3,0,1,5,Meal Plan 1,1,Room_Type 4,110,2018,8,1,Online,0,0,0,148.2,1,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,47,2019,7,3,Online,0,0,0,204.5,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,60,2018,3,10,Online,0,0,0,87.3,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,161,2018,7,31,Online,0,0,0,91.38,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,35,2019,5,8,Offline,0,0,0,99,2,Not_Canceled
1,0,0,3,Not Selected,0,Room_Type 1,104,2019,5,16,Online,0,0,0,117,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,105,2018,4,17,Online,0,0,0,96.3,0,Not_Canceled
2,2,2,2,Meal Plan 1,0,Room_Type 6,159,2018,12,30,Online,0,0,0,149.6,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,191,2019,7,8,Online,0,0,0,89.1,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,170,2019,4,27,Online,0,0,0,130.5,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,26,2018,9,3,Corporate,0,0,0,116.72,0,Not_Canceled
3,0,0,2,Meal Plan 2,0,Room_Type 4,232,2019,7,26,Online,0,0,0,208,0,Canceled
1,1,1,2,Meal Plan 2,0,Room_Type 1,129,2019,6,26,Online,0,0,0,99,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,11,23,Corporate,1,0,1,65,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,89.25,0,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,182,2019,4,23,Online,0,0,0,99,2,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,75,2019,5,20,Online,0,0,0,162,1,Not_Canceled
0,2,0,1,Meal Plan 1,0,Room_Type 2,93,2018,8,13,Online,0,0,0,109.83,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,56,2019,3,16,Online,0,0,0,97.2,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,56.1,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,126,2018,6,2,Offline,0,0,0,80.75,1,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,120,2019,6,18,Online,0,0,0,118.86,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2019,6,28,Corporate,0,0,0,100,0,Canceled
2,0,2,3,Not Selected,0,Room_Type 1,67,2019,2,18,Online,0,0,0,74.8,1,Not_Canceled
2,0,1,5,Not Selected,0,Room_Type 1,2,2018,12,12,Online,0,0,0,68.5,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,140,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2019,2,6,Online,0,0,0,98,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,168,2019,5,5,Online,0,0,0,130.5,0,Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,15,2018,11,5,Online,0,0,0,107.99,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,16,2018,10,29,Online,0,0,0,140,1,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,21,2018,4,13,Online,0,0,0,117,0,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,48,2018,9,26,Online,0,0,0,154.98,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,60,2019,4,8,Online,0,0,0,117,1,Canceled
3,0,2,4,Meal Plan 1,0,Room_Type 4,7,2018,4,9,Online,0,0,0,159,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,153,2018,6,20,Online,0,0,0,113.1,0,Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,102,2019,4,30,Offline,0,0,0,85,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,3,2019,3,2,Offline,0,0,0,75,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,93,2019,4,6,Online,0,0,0,95,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,17,2018,9,25,Online,0,0,0,135,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,94,2019,6,18,Online,0,0,0,126,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 5,157,2019,7,12,Online,0,0,0,143.1,2,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2017,11,16,Online,0,0,0,91,2,Not_Canceled
2,0,0,2,Not Selected,1,Room_Type 1,0,2018,1,5,Online,0,0,0,44,1,Not_Canceled
3,0,1,0,Meal Plan 1,0,Room_Type 4,327,2019,1,16,Online,0,0,0,114.3,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,18,2018,9,22,Online,0,0,0,150.5,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,12,Online,0,0,0,55.08,0,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,3,2018,8,12,Online,0,0,0,92,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,0,2017,9,15,Online,0,0,0,93.6,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2019,8,16,Corporate,1,0,3,77,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,142,2017,8,9,Online,0,0,0,76.5,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,20,2018,12,27,Offline,0,0,0,80,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,6,2017,8,19,Online,0,0,0,100.67,2,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,5,2018,3,21,Online,0,0,0,68.53,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,132,2018,5,16,Online,0,0,0,89.25,0,Canceled
0,2,2,1,Meal Plan 1,0,Room_Type 2,34,2018,6,12,Online,0,0,0,119.5,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,170,2019,6,28,Online,0,0,0,117,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,0,2018,8,8,Online,0,0,0,92,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,122,2019,6,8,Online,0,0,0,154.67,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,83,2018,5,1,Offline,0,0,0,75,1,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,29,2019,1,4,Offline,0,0,0,95,0,Not_Canceled
2,1,3,7,Meal Plan 1,0,Room_Type 1,307,2019,6,30,Online,0,0,0,120.69,0,Canceled
1,0,0,1,Not Selected,0,Room_Type 1,23,2018,4,8,Online,0,0,0,89,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,105,2019,5,19,Online,0,0,0,160,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,115,2018,9,16,Online,0,0,0,118.8,2,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,81,2019,8,28,Online,1,0,2,125,0,Not_Canceled
0,2,1,3,Meal Plan 1,0,Room_Type 2,48,2017,10,19,Online,0,0,0,6,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,167,2018,5,20,Online,0,0,0,119.7,1,Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,42,2018,11,4,Offline,0,0,0,112,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Online,0,0,0,75,0,Canceled
2,0,4,8,Meal Plan 1,0,Room_Type 1,13,2018,11,3,Online,0,0,0,124.52,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Online,0,0,0,94.5,0,Canceled
2,0,2,1,Meal Plan 1,1,Room_Type 1,180,2018,9,3,Online,0,0,0,135.9,1,Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 5,0,2019,5,6,Online,0,0,0,250,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,26,Online,0,0,0,105.3,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled
2,0,4,12,Not Selected,0,Room_Type 1,9,2018,1,13,Online,0,0,0,69.5,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,3,2019,3,29,Online,0,0,0,127,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,201,2019,8,24,Online,0,0,0,99,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,405,2019,7,4,Online,0,0,0,80,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Online,0,0,0,61,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,124,2018,10,9,Online,0,0,0,118.8,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,78,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100,0,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,9,2018,10,16,Online,0,0,0,140,1,Canceled
2,0,1,2,Not Selected,1,Room_Type 1,27,2019,4,28,Online,0,0,0,124,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Online,0,0,0,130,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2019,2,16,Online,0,0,0,104,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2019,3,8,Corporate,1,0,2,80,2,Not_Canceled
1,1,3,7,Not Selected,0,Room_Type 1,217,2018,12,5,Online,0,0,0,65.11,2,Not_Canceled
